i x t
11 7.4000001e-01 -5.8243251e-01
12 7.4000001e-01 -5.7763147e-01
13 7.4000001e-01 -5.7958198e-01
14 7.4000001e-01 -5.7835102e-01
15 7.4000001e-01 -5.7876086e-01
16 7.4000001e-01 -5.8016187e-01
17 7.4000001e-01 -5.7985920e-01
18 7.4000001e-01 -5.7876545e-01
19 7.4000001e-01 -5.7760316e-01
20 7.4000001e-01 -5.7939219e-01
1 7.4100000e-01 -5.5373770e-01
2 7.4100000e-01 -5.5421638e-01
3 7.4100000e-01 -5.5597460e-01
4 7.4100000e-01 -5.5216539e-01
5 7.4100000e-01 -5.5356157e-01
6 7.4100000e-01 -5.5389917e-01
7 7.4100000e-01 -5.5327177e-01
8 7.4100000e-01 -5.5161536e-01
9 7.4100000e-01 -5.5373800e-01
10 7.4100000e-01 -5.5775708e-01
11 7.4100000e-01 -5.5698508e-01
12 7.4100000e-01 -5.5257243e-01
13 7.4100000e-01 -5.5235481e-01
14 7.4100000e-01 -5.5723733e-01
15 7.4100000e-01 -5.5628222e-01
16 7.4100000e-01 -5.5390459e-01
17 7.4100000e-01 -5.5298644e-01
18 7.4100000e-01 -5.5200863e-01
19 7.4100000e-01 -5.5603093e-01
20 7.4100000e-01 -5.5647475e-01
1 7.4199998e-01 -5.2902162e-01
2 7.4199998e-01 -5.2714306e-01
3 7.4199998e-01 -5.2981776e-01
4 7.4199998e-01 -5.3329951e-01
5 7.4199998e-01 -5.2951336e-01
6 7.4199998e-01 -5.2844214e-01
7 7.4199998e-01 -5.2740246e-01
8 7.4199998e-01 -5.2987856e-01
9 7.4199998e-01 -5.3007007e-01
10 7.4199998e-01 -5.2548218e-01
11 7.4199998e-01 -5.3109908e-01
12 7.4199998e-01 -5.2817774e-01
13 7.4199998e-01 -5.3243279e-01
14 7.4199998e-01 -5.2963078e-01
15 7.4199998e-01 -5.3010005e-01
16 7.4199998e-01 -5.2719206e-01
17 7.4199998e-01 -5.3188801e-01
18 7.4199998e-01 -5.2940440e-01
19 7.4199998e-01 -5.3015506e-01
20 7.4199998e-01 -5.3137773e-01
1 7.4299997e-01 -5.0856012e-01
2 7.4299997e-01 -5.0075012e-01
3 7.4299997e-01 -5.0289941e-01
4 7.4299997e-01 -5.0256413e-01
5 7.4299997e-01 -5.0481075e-01
6 7.4299997e-01 -5.0418484e-01
7 7.4299997e-01 -5.0181621e-01
8 7.4299997e-01 -5.0556052e-01
9 7.4299997e-01 -5.0334847e-01
10 7.4299997e-01 -5.0544894e-01
11 7.4299997e-01 -5.0602376e-01
12 7.4299997e-01 -5.0387025e-01
13 7.4299997e-01 -5.0368297e-01
14 7.4299997e-01 -5.0283188e-01
15 7.4299997e-01 -5.0665903e-01
16 7.4299997e-01 -5.0446224e-01
17 7.4299997e-01 -5.0287670e-01
18 7.4299997e-01 -5.0316668e-01
19 7.4299997e-01 -5.0287902e-01
20 7.4299997e-01 -5.0307244e-01
1 7.4400002e-01 -4.7912326e-01
2 7.4400002e-01 -4.7681600e-01
3 7.4400002e-01 -4.7414640e-01
4 7.4400002e-01 -4.8302484e-01
5 7.4400002e-01 -4.7274747e-01
6 7.4400002e-01 -4.7575796e-01
7 7.4400002e-01 -4.8042399e-01
8 7.4400002e-01 -4.7883564e-01
9 7.4400002e-01 -4.7280526e-01
10 7.4400002e-01 -4.8038918e-01
11 7.4400002e-01 -4.7584084e-01
12 7.4400002e-01 -4.7650799e-01
13 7.4400002e-01 -4.7724634e-01
14 7.4400002e-01 -4.7854900e-01
15 7.4400002e-01 -4.7790363e-01
16 7.4400002e-01 -4.7818780e-01
17 7.4400002e-01 -4.7579730e-01
18 7.4400002e-01 -4.7876272e-01
19 7.4400002e-01 -4.7535363e-01
20 7.4400002e-01 -4.7636741e-01
1 7.4500000e-01 -4.5625892e-01
2 7.4500000e-01 -4.4792974e-01
3 7.4500000e-01 -4.5178005e-01
4 7.4500000e-01 -4.5561701e-01
5 7.4500000e-01 -4.5415691e-01
6 7.4500000e-01 -4.5263451e-01
7 7.4500000e-01 -4.5134476e-01
8 7.4500000e-01 -4.5026022e-01
9 7.4500000e-01 -4.4872591e-01
10 7.4500000e-01 -4.5274061e-01
11 7.4500000e-01 -4.4960532e-01
12 7.4500000e-01 -4.4982213e-01
13 7.4500000e-01 -4.5453978e-01
14 7.4500000e-01 -4.5051977e-01
15 7.4500000e-01 -4.4980529e-01
16 7.4500000e-01 -4.5165187e-01
17 7.4500000e-01 -4.5532882e-01
18 7.4500000e-01 -4.5424944e-01
19 7.4500000e-01 -4.5423114e-01
20 7.4500000e-01 -4.5389533e-01
1 7.4599999e-01 -4.2278162e-01
2 7.4599999e-01 -4.2163792e-01
3 7.4599999e-01 -4.2692915e-01
4 7.4599999e-01 -4.2412645e-01
5 7.4599999e-01 -4.1932589e-01
6 7.4599999e-01 -4.2774916e-01
7 7.4599999e-01 -4.2235970e-01
8 7.4599999e-01 -4.2697200e-01
9 7.4599999e-01 -4.2332372e-01
10 7.4599999e-01 -4.2472145e-01
11 7.4599999e-01 -4.2480671e-01
12 7.4599999e-01 -4.2170274e-01
13 7.4599999e-01 -4.2451605e-01
14 7.4599999e-01 -4.2797038e-01
15 7.4599999e-01 -4.2610678e-01
16 7.4599999e-01 -4.2551100e-01
17 7.4599999e-01 -4.2275420e-01
18 7.4599999e-01 -4.2078972e-01
19 7.4599999e-01 -4.2278722e-01
20 7.4599999e-01 -4.2679518e-01
1 7.4699998e-01 -3.9836127e-01
2 7.4699998e-01 -3.9434859e-01
3 7.4699998e-01 -3.9385697e-01
4 7.4699998e-01 -3.9865640e-01
5 7.4699998e-01 -3.9510956e-01
6 7.4699998e-01 -3.9619729e-01
7 7.4699998e-01 -3.9464030e-01
8 7.4699998e-01 -3.9839908e-01
9 7.4699998e-01 -3.9433768e-01
10 7.4699998e-01 -3.9282084e-01
11 7.4699998e-01 -3.9599407e-01
12 7.4699998e-01 -3.9481124e-01
13 7.4699998e-01 -3.9523411e-01
14 7.4699998e-01 -3.9830020e-01
15 7.4699998e-01 -3.9879340e-01
16 7.4699998e-01 -3.9424005e-01
17 7.4699998e-01 -3.9756837e-01
18 7.4699998e-01 -3.9743358e-01
19 7.4699998e-01 -3.9390022e-01
20 7.4699998e-01 -3.9396185e-01
1 7.4800003e-01 -3.7418199e-01
2 7.4800003e-01 -3.6893904e-01
3 7.4800003e-01 -3.6599806e-01
4 7.4800003e-01 -3.6531949e-01
5 7.4800003e-01 -3.7015423e-01
6 7.4800003e-01 -3.6788535e-01
7 7.4800003e-01 -3.6759990e-01
8 7.4800003e-01 -3.6681500e-01
9 7.4800003e-01 -3.6606619e-01
10 7.4800003e-01 -3.6940995e-01
11 7.4800003e-01 -3.6535326e-01
12 7.4800003e-01 -3.7063351e-01
13 7.4800003e-01 -3.6611569e-01
14 7.4800003e-01 -3.6615506e-01
15 7.4800003e-01 -3.6966264e-01
16 7.4800003e-01 -3.6802509e-01
17 7.4800003e-01 -3.7068027e-01
18 7.4800003e-01 -3.6607769e-01
19 7.4800003e-01 -3.6981133e-01
20 7.4800003e-01 -3.6873960e-01
1 7.4900001e-01 -3.4005210e-01
2 7.4900001e-01 -3.3789173e-01
3 7.4900001e-01 -3.4205964e-01
4 7.4900001e-01 -3.3962584e-01
5 7.4900001e-01 -3.4070429e-01
6 7.4900001e-01 -3.3660543e-01
7 7.4900001e-01 -3.3773464e-01
8 7.4900001e-01 -3.4210092e-01
9 7.4900001e-01 -3.4151635e-01
10 7.4900001e-01 -3.4128541e-01
11 7.4900001e-01 -3.4003478e-01
12 7.4900001e-01 -3.4124887e-01
13 7.4900001e-01 -3.4134379e-01
14 7.4900001e-01 -3.3954069e-01
15 7.4900001e-01 -3.3854243e-01
16 7.4900001e-01 -3.4270117e-01
17 7.4900001e-01 -3.4100416e-01
18 7.4900001e-01 -3.4589294e-01
19 7.4900001e-01 -3.4207296e-01
20 7.4900001e-01 -3.3885729e-01
1 7.5000000e-01 -3.1129143e-01
2 7.5000000e-01 -3.1505066e-01
3 7.5000000e-01 -3.0826163e-01
4 7.5000000e-01 -3.1033424e-01
5 7.5000000e-01 -3.1441653e-01
6 7.5000000e-01 -3.1311554e-01
7 7.5000000e-01 -3.1359458e-01
8 7.5000000e-01 -3.1350672e-01
9 7.5000000e-01 -3.1206006e-01
10 7.5000000e-01 -3.1159735e-01
11 7.5000000e-01 -3.1519800e-01
12 7.5000000e-01 -3.1393290e-01
13 7.5000000e-01 -3.0939505e-01
14 7.5000000e-01 -3.0850592e-01
15 7.5000000e-01 -3.1514773e-01
16 7.5000000e-01 -3.1321672e-01
17 7.5000000e-01 -3.1251568e-01
18 7.5000000e-01 -3.0784616e-01
19 7.5000000e-01 -3.1179893e-01
20 7.5000000e-01 -3.1203151e-01
1 7.5099999e-01 -2.8279987e-01
2 7.5099999e-01 -2.8205916e-01
3 7.5099999e-01 -2.8102148e-01
4 7.5099999e-01 -2.8414896e-01
5 7.5099999e-01 -2.8441155e-01
6 7.5099999e-01 -2.8187504e-01
7 7.5099999e-01 -2.8251937e-01
8 7.5099999e-01 -2.8532335e-01
9 7.5099999e-01 -2.8156987e-01
10 7.5099999e-01 -2.8190529e-01
11 7.5099999e-01 -2.8532091e-01
12 7.5099999e-01 -2.8426498e-01
13 7.5099999e-01 -2.8167903e-01
14 7.5099999e-01 -2.8212151e-01
15 7.5099999e-01 -2.8412342e-01
16 7.5099999e-01 -2.8176641e-01
17 7.5099999e-01 -2.8456518e-01
18 7.5099999e-01 -2.8435731e-01
19 7.5099999e-01 -2.8097337e-01
20 7.5099999e-01 -2.8294373e-01
1 7.5199997e-01 -2.5637931e-01
2 7.5199997e-01 -2.5137386e-01
3 7.5199997e-01 -2.5072092e-01
4 7.5199997e-01 -2.5328028e-01
5 7.5199997e-01 -2.5192893e-01
6 7.5199997e-01 -2.5230974e-01
7 7.5199997e-01 -2.5713882e-01
8 7.5199997e-01 -2.5481781e-01
9 7.5199997e-01 -2.5599167e-01
10 7.5199997e-01 -2.5479198e-01
11 7.5199997e-01 -2.5526652e-01
12 7.5199997e-01 -2.5273544e-01
13 7.5199997e-01 -2.5471890e-01
14 7.5199997e-01 -2.5356442e-01
15 7.5199997e-01 -2.5523189e-01
16 7.5199997e-01 -2.5398475e-01
17 7.5199997e-01 -2.5348938e-01
18 7.5199997e-01 -2.5341514e-01
19 7.5199997e-01 -2.5207633e-01
20 7.5199997e-01 -2.5606239e-01
1 7.5300002e-01 -2.2342521e-01
2 7.5300002e-01 -2.2196063e-01
3 7.5300002e-01 -2.2481939e-01
4 7.5300002e-01 -2.2223805e-01
5 7.5300002e-01 -2.2347318e-01
6 7.5300002e-01 -2.2476731e-01
7 7.5300002e-01 -2.2419819e-01
8 7.5300002e-01 -2.2556046e-01
9 7.5300002e-01 -2.2798958e-01
10 7.5300002e-01 -2.2474706e-01
11 7.5300002e-01 -2.2668114e-01
12 7.5300002e-01 -2.2154491e-01
13 7.5300002e-01 -2.2298753e-01
14 7.5300002e-01 -2.2329877e-01
15 7.5300002e-01 -2.2165670e-01
16 7.5300002e-01 -2.2386672e-01
17 7.5300002e-01 -2.2785684e-01
18 7.5300002e-01 -2.2655110e-01
19 7.5300002e-01 -2.2382468e-01
20 7.5300002e-01 -2.2362021e-01
1 7.5400001e-01 -1.9646284e-01
2 7.5400001e-01 -1.9605877e-01
3 7.5400001e-01 -1.9446822e-01
4 7.5400001e-01 -1.9446567e-01
5 7.5400001e-01 -1.9503492e-01
6 7.5400001e-01 -1.9562197e-01
7 7.5400001e-01 -1.9874737e-01
8 7.5400001e-01 -1.9776757e-01
9 7.5400001e-01 -1.9537611e-01
10 7.5400001e-01 -1.9318159e-01
11 7.5400001e-01 -1.9502805e-01
12 7.5400001e-01 -1.9376248e-01
13 7.5400001e-01 -1.9449253e-01
14 7.5400001e-01 -1.9554508e-01
15 7.5400001e-01 -1.9495988e-01
16 7.5400001e-01 -1.9270767e-01
17 7.5400001e-01 -1.9323272e-01
18 7.5400001e-01 -1.9488633e-01
19 7.5400001e-01 -1.9486468e-01
20 7.5400001e-01 -1.9638465e-01
1 7.5500000e-01 -1.6271886e-01
2 7.5500000e-01 -1.6653340e-01
3 7.5500000e-01 -1.6575834e-01
4 7.5500000e-01 -1.6507019e-01
5 7.5500000e-01 -1.6634423e-01
6 7.5500000e-01 -1.6530326e-01
7 7.5500000e-01 -1.6075736e-01
8 7.5500000e-01 -1.6374905e-01
9 7.5500000e-01 -1.6403693e-01
10 7.5500000e-01 -1.6475551e-01
11 7.5500000e-01 -1.6410361e-01
12 7.5500000e-01 -1.6252863e-01
13 7.5500000e-01 -1.6515297e-01
14 7.5500000e-01 -1.6389157e-01
15 7.5500000e-01 -1.6791353e-01
16 7.5500000e-01 -1.6437274e-01
17 7.5500000e-01 -1.6362248e-01
18 7.5500000e-01 -1.6210712e-01
19 7.5500000e-01 -1.6574185e-01
20 7.5500000e-01 -1.6578397e-01
1 7.5599998e-01 -1.3410863e-01
2 7.5599998e-01 -1.3479729e-01
3 7.5599998e-01 -1.3530095e-01
4 7.5599998e-01 -1.3477546e-01
5 7.5599998e-01 -1.3435686e-01
6 7.5599998e-01 -1.4064030e-01
7 7.5599998e-01 -1.3377264e-01
8 7.5599998e-01 -1.3535951e-01
9 7.5599998e-01 -1.3133703e-01
10 7.5599998e-01 -1.3707568e-01
11 7.5599998e-01 -1.3727324e-01
12 7.5599998e-01 -1.3251124e-01
13 7.5599998e-01 -1.3356872e-01
14 7.5599998e-01 -1.3484868e-01
15 7.5599998e-01 -1.3650709e-01
16 7.5599998e-01 -1.3343123e-01
17 7.5599998e-01 -1.3441978e-01
18 7.5599998e-01 -1.3582623e-01
19 7.5599998e-01 -1.3466942e-01
20 7.5599998e-01 -1.3525614e-01
1 7.5700003e-01 -1.0368078e-01
2 7.5700003e-01 -1.0555194e-01
3 7.5700003e-01 -1.0718969e-01
4 7.5700003e-01 -1.0665782e-01
5 7.5700003e-01 -1.0383666e-01
6 7.5700003e-01 -1.0547087e-01
7 7.5700003e-01 -1.0445849e-01
8 7.5700003e-01 -1.0524154e-01
9 7.5700003e-01 -1.0601228e-01
10 7.5700003e-01 -1.0446124e-01
11 7.5700003e-01 -1.0389495e-01
12 7.5700003e-01 -1.0434452e-01
13 7.5700003e-01 -1.0167329e-01
14 7.5700003e-01 -1.0698735e-01
15 7.5700003e-01 -1.0732876e-01
16 7.5700003e-01 -1.0428688e-01
17 7.5700003e-01 -1.0522101e-01
18 7.5700003e-01 -1.0377414e-01
19 7.5700003e-01 -1.0602365e-01
20 7.5700003e-01 -1.0570698e-01
1 7.5800002e-01 -7.3832899e-02
2 7.5800002e-01 -7.5307757e-02
3 7.5800002e-01 -7.6617114e-02
4 7.5800002e-01 -7.2839379e-02
5 7.5800002e-01 -7.4257083e-02
6 7.5800002e-01 -7.6045059e-02
7 7.5800002e-01 -7.3407486e-02
8 7.5800002e-01 -7.4059770e-02
9 7.5800002e-01 -7.4708231e-02
10 7.5800002e-01 -7.2701015e-02
11 7.5800002e-01 -7.1630225e-02
12 7.5800002e-01 -7.1945854e-02
13 7.5800002e-01 -7.4441954e-02
14 7.5800002e-01 -7.6219827e-02
15 7.5800002e-01 -7.1141638e-02
16 7.5800002e-01 -7.7331953e-02
17 7.5800002e-01 -7.6181129e-02
18 7.5800002e-01 -7.2563939e-02
19 7.5800002e-01 -7.5091831e-02
20 7.5800002e-01 -7.5292207e-02
1 7.5900000e-01 -4.1669276e-02
2 7.5900000e-01 -4.1456055e-02
3 7.5900000e-01 -4.2727549e-02
4 7.5900000e-01 -4.6689276e-02
5 7.5900000e-01 -4.2110201e-02
6 7.5900000e-01 -4.1058876e-02
7 7.5900000e-01 -4.1633565e-02
8 7.5900000e-01 -4.4283647e-02
9 7.5900000e-01 -4.3658800e-02
10 7.5900000e-01 -4.3039985e-02
11 7.5900000e-01 -4.5654140e-02
12 7.5900000e-01 -4.6798348e-02
13 7.5900000e-01 -4.4843696e-02
14 7.5900000e-01 -4.2549357e-02
15 7.5900000e-01 -4.2872619e-02
16 7.5900000e-01 -4.0950365e-02
17 7.5900000e-01 -4.2213969e-02
18 7.5900000e-01 -4.3043524e-02
19 7.5900000e-01 -4.1617069e-02
20 7.5900000e-01 -4.1638609e-02
1 7.5999999e-01 -1.0231520e-02
2 7.5999999e-01 -1.4355814e-02
3 7.5999999e-01 -1.5510466e-02
4 7.5999999e-01 -1.1288144e-02
5 7.5999999e-01 -1.1563716e-02
6 7.5999999e-01 -1.3079337e-02
7 7.5999999e-01 -1.3367425e-02
8 7.5999999e-01 -1.2256913e-02
9 7.5999999e-01 -1.3021770e-02
10 7.5999999e-01 -1.5117879e-02
11 7.5999999e-01 -9.1559067e-03
12 7.5999999e-01 -1.2748126e-02
13 7.5999999e-01 -9.9435514e-03
14 7.5999999e-01 -1.2738712e-02
15 7.5999999e-01 -1.4734757e-02
16 7.5999999e-01 -1.3717872e-02
17 7.5999999e-01 -1.1750941e-02
18 7.5999999e-01 -1.2787467e-02
19 7.5999999e-01 -1.1188415e-02
20 7.5999999e-01 -1.2287035e-02
1 7.6099998e-01 1.8261705e-02
2 7.6099998e-01 1.4980187e-02
3 7.6099998e-01 1.8566843e-02
4 7.6099998e-01 1.7768821e-02
5 7.6099998e-01 1.7716758e-02
6 7.6099998e-01 1.7522277e-02
7 7.6099998e-01 1.8239785e-02
8 7.6099998e-01 1.8439654e-02
9 7.6099998e-01 1.6248962e-02
10 7.6099998e-01 1.5998080e-02
11 7.6099998e-01 1.8618207e-02
12 7.6099998e-01 2.0193545e-02
13 7.6099998e-01 1.7645240e-02
14 7.6099998e-01 1.7879646e-02
15 7.6099998e-01 1.7624166e-02
16 7.6099998e-01 1.9749835e-02
17 7.6099998e-01 1.7483156e-02
18 7.6099998e-01 1.7377598e-02
19 7.6099998e-01 1.8338365e-02
20 7.6099998e-01 2.0533992e-02
1 7.6200002e-01 4.6676610e-02
2 7.6200002e-01 4.6995617e-02
3 7.6200002e-01 4.9082957e-02
4 7.6200002e-01 5.2744444e-02
5 7.6200002e-01 5.0727379e-02
6 7.6200002e-01 4.8174430e-02
7 7.6200002e-01 5.2792270e-02
8 7.6200002e-01 4.6205256e-02
9 7.6200002e-01 5.0756689e-02
10 7.6200002e-01 4.9935579e-02
11 7.6200002e-01 5.1483616e-02
12 7.6200002e-01 4.8975982e-02
13 7.6200002e-01 4.9392365e-02
14 7.6200002e-01 4.9867079e-02
15 7.6200002e-01 5.0484613e-02
16 7.6200002e-01 4.9479805e-02
17 7.6200002e-01 4.7909375e-02
18 7.6200002e-01 5.3310465e-02
19 7.6200002e-01 4.8666213e-02
20 7.6200002e-01 4.8995603e-02
1 7.6300001e-01 8.0882356e-02
2 7.6300001e-01 7.7933572e-02
3 7.6300001e-01 8.0332756e-02
4 7.6300001e-01 7.8602463e-02
5 7.6300001e-01 7.9220556e-02
6 7.6300001e-01 8.1124656e-02
7 7.6300001e-01 7.9640329e-02
8 7.6300001e-01 8.1124566e-02
9 7.6300001e-01 7.9810403e-02
10 7.6300001e-01 8.0331929e-02
11 7.6300001e-01 8.0455907e-02
12 7.6300001e-01 8.0489486e-02
13 7.6300001e-01 8.0775142e-02
14 7.6300001e-01 8.2489982e-02
15 7.6300001e-01 8.0632716e-02
16 7.6300001e-01 7.9859369e-02
17 7.6300001e-01 7.7735044e-02
18 7.6300001e-01 8.1921071e-02
19 7.6300001e-01 8.0610089e-02
20 7.6300001e-01 8.3167322e-02
1 7.6400000e-01 1.1189075e-01
2 7.6400000e-01 1.1120901e-01
3 7.6400000e-01 1.1204848e-01
4 7.6400000e-01 1.1043465e-01
5 7.6400000e-01 1.0951026e-01
6 7.6400000e-01 1.0887312e-01
7 7.6400000e-01 1.1209062e-01
8 7.6400000e-01 1.1119908e-01
9 7.6400000e-01 1.1311487e-01
10 7.6400000e-01 1.1012860e-01
11 7.6400000e-01 1.0900742e-01
12 7.6400000e-01 1.1262279e-01
13 7.6400000e-01 1.1012106e-01
14 7.6400000e-01 1.1068014e-01
15 7.6400000e-01 1.1004795e-01
16 7.6400000e-01 1.1259265e-01
17 7.6400000e-01 1.1202329e-01
18 7.6400000e-01 1.0941948e-01
19 7.6400000e-01 1.1098250e-01
20 7.6400000e-01 1.1288146e-01
1 7.6499999e-01 1.4320387e-01
2 7.6499999e-01 1.4453271e-01
3 7.6499999e-01 1.4194216e-01
4 7.6499999e-01 1.3933749e-01
5 7.6499999e-01 1.4146875e-01
6 7.6499999e-01 1.4095809e-01
7 7.6499999e-01 1.3918418e-01
8 7.6499999e-01 1.4380759e-01
9 7.6499999e-01 1.3877518e-01
10 7.6499999e-01 1.4192288e-01
11 7.6499999e-01 1.3964041e-01
12 7.6499999e-01 1.4149721e-01
13 7.6499999e-01 1.3897899e-01
14 7.6499999e-01 1.4290948e-01
15 7.6499999e-01 1.4339563e-01
16 7.6499999e-01 1.4272402e-01
17 7.6499999e-01 1.4183095e-01
18 7.6499999e-01 1.3999987e-01
19 7.6499999e-01 1.4042242e-01
20 7.6499999e-01 1.4199716e-01
1 7.6599997e-01 1.7142692e-01
2 7.6599997e-01 1.7167887e-01
3 7.6599997e-01 1.7003098e-01
4 7.6599997e-01 1.7463778e-01
5 7.6599997e-01 1.7059280e-01
6 7.6599997e-01 1.6979419e-01
7 7.6599997e-01 1.7328644e-01
8 7.6599997e-01 1.7431746e-01
9 7.6599997e-01 1.7216466e-01
10 7.6599997e-01 1.7201276e-01
11 7.6599997e-01 1.7190184e-01
12 7.6599997e-01 1.6960976e-01
13 7.6599997e-01 1.6999753e-01
14 7.6599997e-01 1.7270094e-01
15 7.6599997e-01 1.7057590e-01
16 7.6599997e-01 1.7073417e-01
17 7.6599997e-01 1.7450115e-01
18 7.6599997e-01 1.7132212e-01
19 7.6599997e-01 1.7122746e-01
20 7.6599997e-01 1.7151216e-01
1 7.6700002e-01 2.0618741e-01
2 7.6700002e-01 2.0219377e-01
3 7.6700002e-01 2.0432137e-01
4 7.6700002e-01 2.0098048e-01
5 7.6700002e-01 2.0585620e-01
6 7.6700002e-01 2.0340659e-01
7 7.6700002e-01 1.9954436e-01
8 7.6700002e-01 1.9816564e-01
9 7.6700002e-01 2.0158237e-01
10 7.6700002e-01 2.0383607e-01
11 7.6700002e-01 2.0218408e-01
12 7.6700002e-01 2.0370241e-01
13 7.6700002e-01 2.0494905e-01
14 7.6700002e-01 2.0029186e-01
15 7.6700002e-01 2.0368642e-01
16 7.6700002e-01 2.0476320e-01
17 7.6700002e-01 2.0313121e-01
18 7.6700002e-01 2.0393749e-01
19 7.6700002e-01 2.0307480e-01
20 7.6700002e-01 2.0355318e-01
1 7.6800001e-01 2.3569898e-01
2 7.6800001e-01 2.3380424e-01
3 7.6800001e-01 2.3430832e-01
4 7.6800001e-01 2.3151805e-01
5 7.6800001e-01 2.3039898e-01
6 7.6800001e-01 2.3463695e-01
7 7.6800001e-01 2.3187771e-01
8 7.6800001e-01 2.3454176e-01
9 7.6800001e-01 2.3366922e-01
10 7.6800001e-01 2.3230121e-01
11 7.6800001e-01 2.3584063e-01
12 7.6800001e-01 2.3552895e-01
13 7.6800001e-01 2.3246425e-01
14 7.6800001e-01 2.3334396e-01
15 7.6800001e-01 2.3162207e-01
16 7.6800001e-01 2.3192525e-01
17 7.6800001e-01 2.3205501e-01
18 7.6800001e-01 2.3242103e-01
19 7.6800001e-01 2.3198314e-01
20 7.6800001e-01 2.3209831e-01
1 7.6899999e-01 2.6239485e-01
2 7.6899999e-01 2.6480314e-01
3 7.6899999e-01 2.6377925e-01
4 7.6899999e-01 2.6373595e-01
5 7.6899999e-01 2.6143122e-01
6 7.6899999e-01 2.6287785e-01
7 7.6899999e-01 2.6524791e-01
8 7.6899999e-01 2.6568612e-01
9 7.6899999e-01 2.6352862e-01
10 7.6899999e-01 2.6165441e-01
11 7.6899999e-01 2.6035267e-01
12 7.6899999e-01 2.6109463e-01
13 7.6899999e-01 2.6601177e-01
14 7.6899999e-01 2.6229379e-01
15 7.6899999e-01 2.6384750e-01
16 7.6899999e-01 2.6430967e-01
17 7.6899999e-01 2.6566792e-01
18 7.6899999e-01 2.6358742e-01
19 7.6899999e-01 2.6381224e-01
20 7.6899999e-01 2.6375538e-01
1 7.6999998e-01 2.9595646e-01
2 7.6999998e-01 2.9290059e-01
3 7.6999998e-01 2.9543519e-01
4 7.6999998e-01 2.9418284e-01
5 7.6999998e-01 2.9128328e-01
6 7.6999998e-01 2.9238823e-01
7 7.6999998e-01 2.9339316e-01
8 7.6999998e-01 2.9333708e-01
9 7.6999998e-01 2.9479736e-01
10 7.6999998e-01 2.9358110e-01
11 7.6999998e-01 2.9445881e-01
12 7.6999998e-01 2.9479986e-01
13 7.6999998e-01 2.9595947e-01
14 7.6999998e-01 2.9170880e-01
15 7.6999998e-01 2.9350659e-01
16 7.6999998e-01 2.9111245e-01
17 7.6999998e-01 2.9565391e-01
18 7.6999998e-01 2.9342189e-01
19 7.6999998e-01 2.9563034e-01
20 7.6999998e-01 2.9284492e-01
1 7.7100003e-01 3.2172191e-01
2 7.7100003e-01 3.2232594e-01
3 7.7100003e-01 3.2358313e-01
4 7.7100003e-01 3.2635114e-01
5 7.7100003e-01 3.2396263e-01
6 7.7100003e-01 3.2585832e-01
7 7.7100003e-01 3.2484138e-01
8 7.7100003e-01 3.2285371e-01
9 7.7100003e-01 3.2462636e-01
10 7.7100003e-01 3.2400069e-01
11 7.7100003e-01 3.2440066e-01
12 7.7100003e-01 3.2302219e-01
13 7.7100003e-01 3.2510695e-01
14 7.7100003e-01 3.2082245e-01
15 7.7100003e-01 3.2275468e-01
16 7.7100003e-01 3.2277587e-01
17 7.7100003e-01 3.2253993e-01
18 7.7100003e-01 3.2329285e-01
19 7.7100003e-01 3.2193795e-01
20 7.7100003e-01 3.2446659e-01
1 7.7200001e-01 3.5225314e-01
2 7.7200001e-01 3.5296786e-01
3 7.7200001e-01 3.5265297e-01
4 7.7200001e-01 3.5205555e-01
5 7.7200001e-01 3.5372776e-01
6 7.7200001e-01 3.5325414e-01
7 7.7200001e-01 3.5638922e-01
8 7.7200001e-01 3.5543537e-01
9 7.7200001e-01 3.5240468e-01
10 7.7200001e-01 3.5159689e-01
11 7.7200001e-01 3.5107815e-01
12 7.7200001e-01 3.5219926e-01
13 7.7200001e-01 3.5334012e-01
14 7.7200001e-01 3.5391313e-01
15 7.7200001e-01 3.5548612e-01
16 7.7200001e-01 3.5132349e-01
17 7.7200001e-01 3.5307989e-01
18 7.7200001e-01 3.5419342e-01
19 7.7200001e-01 3.5250697e-01
20 7.7200001e-01 3.5078633e-01
1 7.7300000e-01 3.8180050e-01
2 7.7300000e-01 3.8078836e-01
3 7.7300000e-01 3.8340613e-01
4 7.7300000e-01 3.8120750e-01
5 7.7300000e-01 3.8281241e-01
6 7.7300000e-01 3.8243580e-01
7 7.7300000e-01 3.8112897e-01
8 7.7300000e-01 3.8099328e-01
9 7.7300000e-01 3.8226467e-01
10 7.7300000e-01 3.8338003e-01
11 7.7300000e-01 3.8424560e-01
12 7.7300000e-01 3.8114887e-01
13 7.7300000e-01 3.8036111e-01
14 7.7300000e-01 3.8330495e-01
15 7.7300000e-01 3.8425714e-01
16 7.7300000e-01 3.8180143e-01
17 7.7300000e-01 3.8410974e-01
18 7.7300000e-01 3.8400915e-01
19 7.7300000e-01 3.8217059e-01
20 7.7300000e-01 3.8106725e-01
1 7.7399999e-01 4.0997982e-01
2 7.7399999e-01 4.1078123e-01
3 7.7399999e-01 4.1171965e-01
4 7.7399999e-01 4.1131082e-01
5 7.7399999e-01 4.0773484e-01
6 7.7399999e-01 4.1062880e-01
7 7.7399999e-01 4.1160211e-01
8 7.7399999e-01 4.1059017e-01
9 7.7399999e-01 4.1107440e-01
